,Cell,Cell_type
7688,human4_lib1.final_cell_0423,beta
7689,human4_lib1.final_cell_0424,alpha
7690,human4_lib1.final_cell_0425,endothelial
7691,human4_lib1.final_cell_0426,beta
7692,human4_lib1.final_cell_0427,beta
7693,human4_lib1.final_cell_0428,alpha
7694,human4_lib1.final_cell_0429,beta
7695,human4_lib1.final_cell_0430,beta
7696,human4_lib1.final_cell_0431,beta
7697,human4_lib1.final_cell_0432,beta
7698,human4_lib1.final_cell_0433,beta
7699,human4_lib1.final_cell_0434,beta
7700,human4_lib1.final_cell_0435,alpha
7701,human4_lib1.final_cell_0436,beta
7702,human4_lib1.final_cell_0437,beta
7703,human4_lib1.final_cell_0438,ductal
7704,human4_lib1.final_cell_0439,ductal
7705,human4_lib1.final_cell_0440,activated_stellate
7706,human4_lib1.final_cell_0441,alpha
7707,human4_lib1.final_cell_0442,alpha
7708,human4_lib1.final_cell_0443,alpha
7709,human4_lib1.final_cell_0444,beta
7710,human4_lib1.final_cell_0445,beta
7711,human4_lib1.final_cell_0446,ductal
7712,human4_lib1.final_cell_0447,activated_stellate
7713,human4_lib1.final_cell_0448,alpha
7714,human4_lib1.final_cell_0449,gamma
7715,human4_lib1.final_cell_0450,quiescent_stellate
7716,human4_lib1.final_cell_0451,beta
7717,human4_lib1.final_cell_0452,ductal
7718,human4_lib1.final_cell_0453,delta
7719,human4_lib1.final_cell_0454,beta
7720,human4_lib1.final_cell_0455,ductal
7721,human4_lib1.final_cell_0456,beta
7722,human4_lib1.final_cell_0457,alpha
7723,human4_lib1.final_cell_0458,gamma
7724,human4_lib1.final_cell_0459,beta
7725,human4_lib1.final_cell_0460,alpha
7726,human4_lib1.final_cell_0461,beta
7727,human4_lib1.final_cell_0462,ductal
7728,human4_lib1.final_cell_0463,beta
7729,human4_lib1.final_cell_0464,gamma
7730,human4_lib1.final_cell_0465,beta
7731,human4_lib1.final_cell_0466,ductal
7732,human4_lib1.final_cell_0467,beta
7733,human4_lib1.final_cell_0468,ductal
7734,human4_lib1.final_cell_0469,ductal
7735,human4_lib1.final_cell_0470,gamma
7736,human4_lib1.final_cell_0471,activated_stellate
7737,human4_lib1.final_cell_0472,alpha
7738,human4_lib1.final_cell_0473,alpha
7739,human4_lib1.final_cell_0474,beta
7740,human4_lib1.final_cell_0475,beta
7741,human4_lib1.final_cell_0476,beta
7742,human4_lib1.final_cell_0477,alpha
7743,human4_lib1.final_cell_0478,beta
7744,human4_lib1.final_cell_0479,alpha
7745,human4_lib1.final_cell_0480,alpha
7746,human4_lib1.final_cell_0481,alpha
7747,human4_lib1.final_cell_0482,beta
7748,human4_lib1.final_cell_0483,alpha
7749,human4_lib1.final_cell_0484,gamma
7750,human4_lib1.final_cell_0485,endothelial
7751,human4_lib1.final_cell_0486,beta
7752,human4_lib1.final_cell_0487,alpha
7753,human4_lib1.final_cell_0488,gamma
7754,human4_lib1.final_cell_0489,beta
7755,human4_lib1.final_cell_0490,beta
7756,human4_lib1.final_cell_0491,beta
7757,human4_lib1.final_cell_0492,ductal
7758,human4_lib1.final_cell_0493,activated_stellate
7759,human4_lib1.final_cell_0494,delta
7760,human4_lib1.final_cell_0495,activated_stellate
7761,human4_lib1.final_cell_0496,ductal
7762,human4_lib1.final_cell_0497,beta
7763,human4_lib1.final_cell_0498,alpha
7764,human4_lib1.final_cell_0499,beta
7765,human4_lib1.final_cell_0500,beta
7766,human4_lib1.final_cell_0501,beta
7767,human4_lib1.final_cell_0502,beta
7768,human4_lib1.final_cell_0503,beta
7769,human4_lib1.final_cell_0504,beta
7770,human4_lib1.final_cell_0505,gamma
7771,human4_lib1.final_cell_0506,activated_stellate
7772,human4_lib1.final_cell_0507,ductal
7773,human4_lib1.final_cell_0508,alpha
7774,human4_lib1.final_cell_0509,beta
7775,human4_lib1.final_cell_0510,beta
7776,human4_lib1.final_cell_0511,alpha
7777,human4_lib1.final_cell_0512,beta
7778,human4_lib1.final_cell_0513,beta
7779,human4_lib1.final_cell_0514,beta
7780,human4_lib1.final_cell_0515,beta
7781,human4_lib1.final_cell_0516,beta
7782,human4_lib1.final_cell_0517,gamma
7783,human4_lib1.final_cell_0518,alpha
7784,human4_lib1.final_cell_0519,alpha
7785,human4_lib1.final_cell_0520,ductal
7786,human4_lib1.final_cell_0521,beta
7787,human4_lib1.final_cell_0522,beta
7788,human4_lib1.final_cell_0523,beta
7789,human4_lib1.final_cell_0524,beta
7790,human4_lib1.final_cell_0525,beta
7791,human4_lib1.final_cell_0526,ductal
7792,human4_lib1.final_cell_0527,beta
7793,human4_lib1.final_cell_0528,ductal
7794,human4_lib1.final_cell_0529,beta
7795,human4_lib1.final_cell_0530,delta
7796,human4_lib1.final_cell_0531,beta
7797,human4_lib1.final_cell_0532,beta
7798,human4_lib1.final_cell_0533,delta
7799,human4_lib1.final_cell_0534,ductal
7800,human4_lib1.final_cell_0535,beta
7801,human4_lib1.final_cell_0536,alpha
7802,human4_lib1.final_cell_0537,beta
7803,human4_lib1.final_cell_0538,beta
7804,human4_lib1.final_cell_0539,beta
7805,human4_lib1.final_cell_0540,ductal
7806,human4_lib1.final_cell_0541,alpha
7807,human4_lib1.final_cell_0542,beta
7808,human4_lib1.final_cell_0543,beta
7809,human4_lib1.final_cell_0544,ductal
7810,human4_lib1.final_cell_0545,alpha
7811,human4_lib1.final_cell_0546,beta
7812,human4_lib1.final_cell_0547,alpha
7813,human4_lib1.final_cell_0548,activated_stellate
7814,human4_lib1.final_cell_0549,activated_stellate
7815,human4_lib1.final_cell_0550,delta
7816,human4_lib1.final_cell_0551,beta
7817,human4_lib1.final_cell_0552,beta
7818,human4_lib1.final_cell_0553,beta
7819,human4_lib1.final_cell_0554,ductal
7820,human4_lib1.final_cell_0555,beta
7821,human4_lib1.final_cell_0556,ductal
7822,human4_lib1.final_cell_0557,beta
7823,human4_lib1.final_cell_0558,alpha
7824,human4_lib1.final_cell_0559,ductal
7825,human4_lib1.final_cell_0560,alpha
7826,human4_lib1.final_cell_0561,gamma
7827,human4_lib1.final_cell_0562,alpha
7828,human4_lib1.final_cell_0563,beta
7829,human4_lib1.final_cell_0564,ductal
7830,human4_lib1.final_cell_0565,beta
7831,human4_lib1.final_cell_0566,ductal
7832,human4_lib1.final_cell_0567,beta
7833,human4_lib1.final_cell_0568,t_cell
7834,human4_lib1.final_cell_0569,alpha
7835,human4_lib1.final_cell_0570,gamma
7836,human4_lib1.final_cell_0571,delta
7837,human4_lib1.final_cell_0572,endothelial
7838,human4_lib1.final_cell_0573,alpha
7839,human4_lib1.final_cell_0574,alpha
7840,human4_lib1.final_cell_0575,gamma
7841,human4_lib1.final_cell_0576,beta
7842,human4_lib1.final_cell_0577,beta
7843,human4_lib1.final_cell_0578,quiescent_stellate
7844,human4_lib1.final_cell_0579,macrophage
7845,human4_lib1.final_cell_0580,gamma
7846,human4_lib1.final_cell_0581,alpha
7847,human4_lib1.final_cell_0582,beta
7848,human4_lib1.final_cell_0583,beta
7849,human4_lib1.final_cell_0584,ductal
7850,human4_lib1.final_cell_0585,ductal
7851,human4_lib1.final_cell_0586,beta
7852,human4_lib1.final_cell_0587,beta
7853,human4_lib1.final_cell_0588,alpha
7854,human4_lib1.final_cell_0589,beta
7855,human4_lib1.final_cell_0590,ductal
7856,human4_lib1.final_cell_0591,alpha
7857,human4_lib1.final_cell_0592,ductal
7858,human4_lib1.final_cell_0593,alpha
7859,human4_lib1.final_cell_0594,activated_stellate
7860,human4_lib1.final_cell_0595,ductal
7861,human4_lib1.final_cell_0596,ductal
7862,human4_lib1.final_cell_0597,beta
7863,human4_lib1.final_cell_0598,beta
7864,human4_lib1.final_cell_0599,ductal
7865,human4_lib1.final_cell_0600,ductal
7866,human4_lib1.final_cell_0601,ductal
7867,human4_lib1.final_cell_0602,ductal
7868,human4_lib3.final_cell_0001,beta
7869,human4_lib3.final_cell_0002,delta
7870,human4_lib3.final_cell_0003,delta
7871,human4_lib3.final_cell_0004,beta
7872,human4_lib3.final_cell_0005,ductal
7873,human4_lib3.final_cell_0006,ductal
7874,human4_lib3.final_cell_0007,beta
7875,human4_lib3.final_cell_0008,ductal
7876,human4_lib3.final_cell_0009,ductal
7877,human4_lib3.final_cell_0010,beta
7878,human4_lib3.final_cell_0011,ductal
7879,human4_lib3.final_cell_0012,beta
7880,human4_lib3.final_cell_0013,ductal
7881,human4_lib3.final_cell_0014,ductal
7882,human4_lib3.final_cell_0015,ductal
7883,human4_lib3.final_cell_0016,beta
7884,human4_lib3.final_cell_0017,ductal
7885,human4_lib3.final_cell_0018,delta
7886,human4_lib3.final_cell_0019,alpha
7887,human4_lib3.final_cell_0020,ductal
7888,human4_lib3.final_cell_0021,ductal
7889,human4_lib3.final_cell_0022,ductal
7890,human4_lib3.final_cell_0023,activated_stellate
7891,human4_lib3.final_cell_0024,beta
7892,human4_lib3.final_cell_0025,beta
7893,human4_lib3.final_cell_0026,delta
7894,human4_lib3.final_cell_0027,beta
7895,human4_lib3.final_cell_0028,ductal
7896,human4_lib3.final_cell_0029,beta
7897,human4_lib3.final_cell_0030,delta
7898,human4_lib3.final_cell_0031,ductal
7899,human4_lib3.final_cell_0032,alpha
7900,human4_lib3.final_cell_0033,delta
7901,human4_lib3.final_cell_0034,beta
7902,human4_lib3.final_cell_0035,ductal
7903,human4_lib3.final_cell_0036,delta
7904,human4_lib3.final_cell_0037,beta
7905,human4_lib3.final_cell_0038,ductal
7906,human4_lib3.final_cell_0039,delta
7907,human4_lib3.final_cell_0040,beta
7908,human4_lib3.final_cell_0041,beta
7909,human4_lib3.final_cell_0042,beta
7910,human4_lib3.final_cell_0043,ductal
7911,human4_lib3.final_cell_0044,ductal
7912,human4_lib3.final_cell_0045,ductal
7913,human4_lib3.final_cell_0046,ductal
7914,human4_lib3.final_cell_0047,delta
7915,human4_lib3.final_cell_0048,alpha
7916,human4_lib3.final_cell_0049,ductal
7917,human4_lib3.final_cell_0050,delta
7918,human4_lib3.final_cell_0051,beta
7919,human4_lib3.final_cell_0052,beta
7920,human4_lib3.final_cell_0053,delta
7921,human4_lib3.final_cell_0054,ductal
7922,human4_lib3.final_cell_0055,ductal
7923,human4_lib3.final_cell_0056,delta
7924,human4_lib3.final_cell_0057,ductal
7925,human4_lib3.final_cell_0058,delta
7926,human4_lib3.final_cell_0059,activated_stellate
7927,human4_lib3.final_cell_0060,alpha
7928,human4_lib3.final_cell_0061,beta
7929,human4_lib3.final_cell_0062,ductal
7930,human4_lib3.final_cell_0063,ductal
7931,human4_lib3.final_cell_0064,macrophage
7932,human4_lib3.final_cell_0065,beta
7933,human4_lib3.final_cell_0066,beta
7934,human4_lib3.final_cell_0067,beta
7935,human4_lib3.final_cell_0068,beta
7936,human4_lib3.final_cell_0069,ductal
7937,human4_lib3.final_cell_0070,delta
7938,human4_lib3.final_cell_0071,ductal
7939,human4_lib3.final_cell_0072,activated_stellate
7940,human4_lib3.final_cell_0073,alpha
7941,human4_lib3.final_cell_0074,delta
7942,human4_lib3.final_cell_0075,ductal
7943,human4_lib3.final_cell_0076,ductal
7944,human4_lib3.final_cell_0077,beta
7945,human4_lib3.final_cell_0078,beta
7946,human4_lib3.final_cell_0079,ductal
7947,human4_lib3.final_cell_0080,delta
7948,human4_lib3.final_cell_0081,beta
7949,human4_lib3.final_cell_0082,alpha
7950,human4_lib3.final_cell_0083,delta
7951,human4_lib3.final_cell_0084,gamma
7952,human4_lib3.final_cell_0085,beta
7953,human4_lib3.final_cell_0086,ductal
7954,human4_lib3.final_cell_0087,alpha
7955,human4_lib3.final_cell_0088,alpha
7956,human4_lib3.final_cell_0089,beta
7957,human4_lib3.final_cell_0090,activated_stellate
7958,human4_lib3.final_cell_0091,beta
7959,human4_lib3.final_cell_0092,beta
7960,human4_lib3.final_cell_0093,delta
7961,human4_lib3.final_cell_0094,beta
7962,human4_lib3.final_cell_0095,alpha
7963,human4_lib3.final_cell_0096,ductal
7964,human4_lib3.final_cell_0097,beta
7965,human4_lib3.final_cell_0098,alpha
7966,human4_lib3.final_cell_0099,beta
7967,human4_lib3.final_cell_0100,ductal
7968,human4_lib3.final_cell_0101,beta
7969,human4_lib3.final_cell_0102,alpha
7970,human4_lib3.final_cell_0103,beta
7971,human4_lib3.final_cell_0104,ductal
7972,human4_lib3.final_cell_0105,beta
7973,human4_lib3.final_cell_0106,ductal
7974,human4_lib3.final_cell_0107,delta
7975,human4_lib3.final_cell_0108,beta
7976,human4_lib3.final_cell_0109,alpha
7977,human4_lib3.final_cell_0110,delta
7978,human4_lib3.final_cell_0111,delta
7979,human4_lib3.final_cell_0112,beta
7980,human4_lib3.final_cell_0113,ductal
7981,human4_lib3.final_cell_0114,alpha
7982,human4_lib3.final_cell_0115,delta
7983,human4_lib3.final_cell_0116,beta
7984,human4_lib3.final_cell_0117,beta
7985,human4_lib3.final_cell_0118,alpha
7986,human4_lib3.final_cell_0119,quiescent_stellate
7987,human4_lib3.final_cell_0120,alpha
7988,human4_lib3.final_cell_0121,beta
7989,human4_lib3.final_cell_0122,activated_stellate
7990,human4_lib3.final_cell_0123,ductal
7991,human4_lib3.final_cell_0124,alpha
7992,human4_lib3.final_cell_0125,ductal
7993,human4_lib3.final_cell_0126,beta
7994,human4_lib3.final_cell_0127,alpha
7995,human4_lib3.final_cell_0128,alpha
7996,human4_lib3.final_cell_0129,ductal
7997,human4_lib3.final_cell_0130,ductal
7998,human4_lib3.final_cell_0131,ductal
7999,human4_lib3.final_cell_0132,alpha
8000,human4_lib3.final_cell_0133,alpha
8001,human4_lib3.final_cell_0134,alpha
8002,human4_lib3.final_cell_0135,beta
8003,human4_lib3.final_cell_0136,beta
8004,human4_lib3.final_cell_0137,delta
8005,human4_lib3.final_cell_0138,ductal
8006,human4_lib3.final_cell_0139,beta
8007,human4_lib3.final_cell_0140,beta
8008,human4_lib3.final_cell_0141,ductal
8009,human4_lib3.final_cell_0142,beta
8010,human4_lib3.final_cell_0143,beta
8011,human4_lib3.final_cell_0144,ductal
8012,human4_lib3.final_cell_0145,gamma
8013,human4_lib3.final_cell_0146,ductal
8014,human4_lib3.final_cell_0147,alpha
8015,human4_lib3.final_cell_0148,delta
8016,human4_lib3.final_cell_0149,beta
8017,human4_lib3.final_cell_0150,beta
8018,human4_lib3.final_cell_0151,beta
8019,human4_lib3.final_cell_0152,beta
8020,human4_lib3.final_cell_0153,alpha
8021,human4_lib3.final_cell_0154,delta
8022,human4_lib3.final_cell_0155,beta
8023,human4_lib3.final_cell_0156,beta
8024,human4_lib3.final_cell_0157,beta
8025,human4_lib3.final_cell_0158,ductal
8026,human4_lib3.final_cell_0159,ductal
8027,human4_lib3.final_cell_0160,ductal
8028,human4_lib3.final_cell_0161,delta
8029,human4_lib3.final_cell_0162,beta
8030,human4_lib3.final_cell_0163,alpha
8031,human4_lib3.final_cell_0164,alpha
8032,human4_lib3.final_cell_0165,delta
8033,human4_lib3.final_cell_0166,ductal
8034,human4_lib3.final_cell_0167,ductal
8035,human4_lib3.final_cell_0168,beta
8036,human4_lib3.final_cell_0169,beta
8037,human4_lib3.final_cell_0170,alpha
8038,human4_lib3.final_cell_0171,gamma
8039,human4_lib3.final_cell_0172,beta
8040,human4_lib3.final_cell_0173,alpha
8041,human4_lib3.final_cell_0174,delta
8042,human4_lib3.final_cell_0175,alpha
8043,human4_lib3.final_cell_0176,beta
8044,human4_lib3.final_cell_0177,delta
8045,human4_lib3.final_cell_0178,ductal
8046,human4_lib3.final_cell_0179,ductal
8047,human4_lib3.final_cell_0180,beta
8048,human4_lib3.final_cell_0181,ductal
8049,human4_lib3.final_cell_0182,beta
8050,human4_lib3.final_cell_0183,alpha
8051,human4_lib3.final_cell_0184,alpha
8052,human4_lib3.final_cell_0185,ductal
8053,human4_lib3.final_cell_0186,beta
8054,human4_lib3.final_cell_0187,gamma
8055,human4_lib3.final_cell_0188,alpha
8056,human4_lib3.final_cell_0189,beta
8057,human4_lib3.final_cell_0190,delta
8058,human4_lib3.final_cell_0191,ductal
8059,human4_lib3.final_cell_0192,beta
8060,human4_lib3.final_cell_0193,alpha
8061,human4_lib3.final_cell_0194,ductal
8062,human4_lib3.final_cell_0195,alpha
8063,human4_lib3.final_cell_0196,gamma
8064,human4_lib3.final_cell_0197,beta
8065,human4_lib3.final_cell_0198,beta
8066,human4_lib3.final_cell_0199,beta
8067,human4_lib3.final_cell_0200,ductal
8068,human4_lib3.final_cell_0201,ductal
8069,human4_lib3.final_cell_0202,beta
8070,human4_lib3.final_cell_0203,gamma
8071,human4_lib3.final_cell_0204,ductal
8072,human4_lib3.final_cell_0205,alpha
8073,human4_lib3.final_cell_0206,activated_stellate
8074,human4_lib3.final_cell_0207,ductal
8075,human4_lib3.final_cell_0208,gamma
8076,human4_lib3.final_cell_0209,ductal
8077,human4_lib3.final_cell_0210,alpha
8078,human4_lib3.final_cell_0211,activated_stellate
8079,human4_lib3.final_cell_0212,alpha
8080,human4_lib3.final_cell_0213,beta
8081,human4_lib3.final_cell_0214,beta
8082,human4_lib3.final_cell_0215,macrophage
8083,human4_lib3.final_cell_0216,ductal
8084,human4_lib3.final_cell_0217,alpha
8085,human4_lib3.final_cell_0218,delta
8086,human4_lib3.final_cell_0219,beta
8087,human4_lib3.final_cell_0220,ductal
8088,human4_lib3.final_cell_0221,ductal
8089,human4_lib3.final_cell_0222,ductal
8090,human4_lib3.final_cell_0223,beta
8091,human4_lib3.final_cell_0224,delta
8092,human4_lib3.final_cell_0225,beta
8093,human4_lib3.final_cell_0226,alpha
8094,human4_lib3.final_cell_0227,ductal
8095,human4_lib3.final_cell_0228,beta
8096,human4_lib3.final_cell_0229,ductal
8097,human4_lib3.final_cell_0230,activated_stellate
8098,human4_lib3.final_cell_0231,alpha
8099,human4_lib3.final_cell_0232,beta
8100,human4_lib3.final_cell_0233,delta
8101,human4_lib3.final_cell_0234,beta
8102,human4_lib3.final_cell_0235,beta
8103,human4_lib3.final_cell_0236,delta
8104,human4_lib3.final_cell_0237,beta
8105,human4_lib3.final_cell_0238,alpha
8106,human4_lib3.final_cell_0239,alpha
8107,human4_lib3.final_cell_0240,alpha
8108,human4_lib3.final_cell_0241,ductal
8109,human4_lib3.final_cell_0242,alpha
8110,human4_lib3.final_cell_0243,alpha
8111,human4_lib3.final_cell_0244,beta
8112,human4_lib3.final_cell_0245,ductal
8113,human4_lib3.final_cell_0246,ductal
8114,human4_lib3.final_cell_0247,ductal
8115,human4_lib3.final_cell_0248,alpha
8116,human4_lib3.final_cell_0249,beta
8117,human4_lib3.final_cell_0250,delta
8118,human4_lib3.final_cell_0251,beta
8119,human4_lib3.final_cell_0252,ductal
8120,human4_lib3.final_cell_0253,beta
8121,human4_lib3.final_cell_0254,ductal
8122,human4_lib3.final_cell_0255,beta
8123,human4_lib3.final_cell_0256,alpha
8124,human4_lib3.final_cell_0257,beta
8125,human4_lib3.final_cell_0258,beta
8126,human4_lib3.final_cell_0259,ductal
8127,human4_lib3.final_cell_0260,activated_stellate
8128,human4_lib3.final_cell_0261,ductal
8129,human4_lib3.final_cell_0262,beta
8130,human4_lib3.final_cell_0263,ductal
8131,human4_lib3.final_cell_0264,activated_stellate
8132,human4_lib3.final_cell_0265,ductal
8133,human4_lib3.final_cell_0266,beta
8134,human4_lib3.final_cell_0267,beta
8135,human4_lib3.final_cell_0268,beta
8136,human4_lib3.final_cell_0269,delta
8137,human4_lib3.final_cell_0270,alpha
8138,human4_lib3.final_cell_0271,delta
8139,human4_lib3.final_cell_0272,alpha
8140,human4_lib3.final_cell_0273,ductal
8141,human4_lib3.final_cell_0274,gamma
8142,human4_lib3.final_cell_0275,gamma
8143,human4_lib3.final_cell_0276,alpha
8144,human4_lib3.final_cell_0277,ductal
8145,human4_lib3.final_cell_0278,beta
8146,human4_lib3.final_cell_0279,alpha
8147,human4_lib3.final_cell_0280,alpha
8148,human4_lib3.final_cell_0281,alpha
8149,human4_lib3.final_cell_0282,ductal
8150,human4_lib3.final_cell_0283,ductal
8151,human4_lib3.final_cell_0284,beta
8152,human4_lib3.final_cell_0285,beta
8153,human4_lib3.final_cell_0286,ductal
8154,human4_lib3.final_cell_0287,activated_stellate
8155,human4_lib3.final_cell_0288,beta
8156,human4_lib3.final_cell_0289,ductal
8157,human4_lib3.final_cell_0290,ductal
8158,human4_lib3.final_cell_0291,ductal
8159,human4_lib3.final_cell_0292,acinar
8160,human4_lib3.final_cell_0293,ductal
8161,human4_lib3.final_cell_0294,gamma
8162,human4_lib3.final_cell_0295,alpha
8163,human4_lib3.final_cell_0296,ductal
8164,human4_lib3.final_cell_0297,beta
8165,human4_lib3.final_cell_0298,ductal
8166,human4_lib3.final_cell_0299,gamma
8167,human4_lib3.final_cell_0300,beta
8168,human4_lib3.final_cell_0301,beta
8169,human4_lib3.final_cell_0302,beta
8170,human4_lib3.final_cell_0303,delta
8171,human4_lib3.final_cell_0304,alpha
8172,human4_lib3.final_cell_0305,beta
8173,human4_lib3.final_cell_0306,beta
8174,human4_lib3.final_cell_0307,beta
8175,human4_lib3.final_cell_0308,activated_stellate
8176,human4_lib3.final_cell_0309,ductal
8177,human4_lib3.final_cell_0310,beta
8178,human4_lib3.final_cell_0311,ductal
8179,human4_lib3.final_cell_0312,beta
8180,human4_lib3.final_cell_0313,beta
8181,human4_lib3.final_cell_0314,gamma
8182,human4_lib3.final_cell_0315,beta
